price,price_category,type,beds,baths,address,furnishing,completion_status,post_date,average_rent,building_name,year_of_completion,total_parking_spaces,total_floors,total_building_area_sqft,elevators,area_name,city,country,Latitude,Longitude,purpose,yield_pct
3900000,High,Apartment,3,3,"Al Khushkar, Shoreline Apartments, Palm Jumeirah, Dubai",Unfurnished,Ready,2024-04-22,275396,Al Khushkar,2009,237,15,465,2,Palm Jumeirah,Dubai,UAE,25.1180879,55.1342009,For Sale,7.0614358974358975
4000000,High,Villa,4,4,"Cherrywoods, Dubailand, Dubai",Unfurnished,Ready,2024-04-22,233818,Unknown,0,0,0,0,0,Dubailand,Dubai,UAE,25.05865715,55.245999207609245,For Sale,5.84545
800000,Average,Apartment,1,2,"Fox Hill 6, Fox Hill, Uptown Motor City, Motor City, Dubai",Unfurnished,Ready,2024-04-22,107171,FOX HILL 6,2009,0,6,100,0,Motor City,Dubai,UAE,25.0476902,55.23820948643042,For Sale,13.396374999999999
9500000,High,Villa,4,4,"District 9, Jumeirah Park, Dubai",Unfurnished,Ready,2024-04-22,309613,Unknown,0,0,0,0,0,Jumeirah Park,Dubai,UAE,25.0469412,55.15481775751905,For Sale,3.259084210526316
2499000,Medium,Apartment,1,2,"The Residence 5, The Residences, Downtown Dubai, Dubai",Unfurnished,Ready,2024-04-23,144275,Residences_E2,2008,0,32,214,0,Downtown Dubai,Dubai,UAE,25.18668425,55.27470526460112,For Sale,5.773309323729492
1185000,Average,Apartment,2,3,"Elite Sports Residence 10, Elite Sports Residence, Dubai Sports City, Dubai",Unfurnished,Ready,2024-04-22,91441,Unknown,0,0,0,0,0,Dubai Sports City,Dubai,UAE,25.0321379,55.219353,For Sale,7.716540084388186
3680000,High,Apartment,1,1,"Jumeirah Gate Tower 1, The Address Residences Jumeirah Resort and Spa, Jumeirah Beach Residence (JBR), Dubai",Furnished,Ready,2024-04-18,230058,Jumeirah Gate Tower 1,2021,1495,82,1,7,Jumeirah Beach Residence (JBR),Dubai,UAE,25.0778021,55.13518094856796,For Sale,6.251576086956521
2600000,Medium,Apartment,2,3,"Rimal 4, Rimal, Jumeirah Beach Residence (JBR), Dubai",Unfurnished,Ready,2024-04-22,162364,Rimal 4,2007,0,43,422,0,Jumeirah Beach Residence (JBR),Dubai,UAE,25.0778021,55.13518094856796,For Sale,6.244769230769231
3000000,High,Apartment,2,2,"Harbour Gate Tower 1, Harbour Gate, Dubai Creek Harbour, Dubai",Unfurnished,Ready,2024-04-22,151355,Harbour Gate Tower 1,2022,734,41,683,15,Dubai Creek Harbour,Dubai,UAE,25.197978,55.36037960558315,For Sale,5.045166666666667
2200000,Medium,Apartment,1,1,"Burj Royale, Downtown Dubai, Dubai",Unfurnished,Ready,2024-04-22,151123,Burj Royale,2022,694,52,1,9,Downtown Dubai,Dubai,UAE,25.18668425,55.27470526460112,For Sale,6.869227272727272
2450000,Medium,Villa,3,4,"Mirabella 6, JVC District 11, Jumeirah Village Circle (JVC), Dubai",Unfurnished,Ready,2024-04-20,156640,Unknown,0,0,0,0,0,Jumeirah Village Circle (JVC),Dubai,UAE,25.0559446,55.20746502861806,For Sale,6.393469387755102
5800000,High,Apartment,3,4,"Balqis Residence Block B, Balqis Residence, Kingdom of Sheba, Palm Jumeirah, Dubai",Furnished,Ready,2024-04-19,426419,BALQIS RESIDENCE 2,2019,260,14,2,4,Palm Jumeirah,Dubai,UAE,25.1180879,55.1342009,For Sale,7.352051724137931
1800000,Medium,Apartment,1,1,"Creek Edge Tower 2, Creek Edge, Dubai Creek Harbour, Dubai",Unfurnished,Ready,2024-04-19,111259,CREEK EDGE Tower 2,2023,197,20,350,5,Dubai Creek Harbour,Dubai,UAE,25.197978,55.36037960558315,For Sale,6.181055555555556
3100000,High,Apartment,1,2,"Seventh Heaven, Al Barari, Dubai",Unfurnished,Ready,2024-03-11,170669,SEVENTH HEAVEN,2020,524,14,1,30,Al Barari,Dubai,UAE,25.118865,55.3209685,For Sale,5.505451612903226
4600000,High,Apartment,2,2,"Burj Royale, Downtown Dubai, Dubai",Furnished,Ready,2023-11-29,209783,Burj Royale,2022,694,52,1,9,Downtown Dubai,Dubai,UAE,25.18668425,55.27470526460112,For Sale,4.5605
600000,Average,Apartment,1,1,"Hanover Square, JVC District 10, Jumeirah Village Circle (JVC), Dubai",Furnished,Ready,2024-01-29,71861,HANOVER SQUARE,2015,443,5,227,6,Jumeirah Village Circle (JVC),Dubai,UAE,25.0559446,55.20746502861806,For Sale,11.976833333333333
530000,Average,Apartment,0,1,"The Crescent Tower B, The Crescent Towers, Dubai Production City (IMPZ), Dubai",Unfurnished,Ready,2024-04-04,42999,THE CRESCENT  B,2008,0,19,204,0,Dubai Production City (IMPZ),Dubai,UAE,25.03078,55.188226,For Sale,8.113018867924527
2400000,Medium,Apartment,2,3,"Executive Tower B (East Heights 4), Executive Towers, Business Bay, Dubai",Unfurnished,Ready,2024-04-03,147936,EAST HEIGHTS 4,2010,0,44,556,0,Business Bay,Dubai,UAE,25.18942655,55.26481901527489,For Sale,6.164
600000,Average,Apartment,1,2,"Autumn 1 Block B, Autumn, Seasons Community, JVC District 15, Jumeirah Village Circle (JVC), Dubai",Unfurnished,Ready,2024-04-04,60052,AUTUMN 1,2013,0,5,160,0,Jumeirah Village Circle (JVC),Dubai,UAE,25.0559446,55.20746502861806,For Sale,10.008666666666667
6395000,High,Apartment,3,4,"Vida Residences Dubai Marina, Dubai Marina, Dubai",Unfurnished,Ready,2024-04-01,342361,VIDA Residences Dubai Marina,2022,562,60,1,17,Dubai Marina,Dubai,UAE,25.0786415,55.1352524,For Sale,5.3535731039874905
6000000,High,Apartment,2,2,"Marina Vista Tower 1, Marina Vista, Emaar Beachfront, Dubai Harbour, Dubai",Furnished,Ready,2024-01-31,255595,Marina Vista Tower 1,2023,732,36,566,6,Dubai Harbour,Dubai,UAE,25.0956188,55.13800090659106,For Sale,4.259916666666666
5200000,High,Villa,3,4,"Dubai Style, Al Furjan Villas, Al Furjan, Dubai",Unfurnished,Ready,2024-02-23,480410,Unknown,0,0,0,0,0,Al Furjan,Dubai,UAE,25.0267099,55.1469903,For Sale,9.238653846153847
1300000,Average,Apartment,2,3,"Dania 4, Dania District, Midtown, Dubai Production City (IMPZ), Dubai",Unfurnished,Ready,2024-04-04,106882,DANIA 4,2020,163,8,425,6,Dubai Production City (IMPZ),Dubai,UAE,25.03078,55.188226,For Sale,8.221692307692308
6650000,High,Apartment,3,3,"Address Harbour Point Tower 2, Address Harbour Point, Dubai Creek Harbour, Dubai",Furnished,Ready,2024-04-03,380822,ADDRESS HARBOUR POINT TOWER 2,2023,1225,66,1,10,Dubai Creek Harbour,Dubai,UAE,25.197978,55.36037960558315,For Sale,5.726646616541354
4950000,High,Apartment,2,2,"Address Harbour Point Tower 2, Address Harbour Point, Dubai Creek Harbour, Dubai",Furnished,Ready,2024-01-04,241159,ADDRESS HARBOUR POINT TOWER 2,2023,1225,66,1,10,Dubai Creek Harbour,Dubai,UAE,25.197978,55.36037960558315,For Sale,4.87189898989899
995000,Average,Apartment,3,3,"Mazaya 31, Queue Point, Liwan, Dubai",Unfurnished,Ready,2024-04-02,97759,MAZAYA 31,2013,0,5,61,0,Liwan,Dubai,UAE,25.1101209,55.3676993,For Sale,9.825025125628141
1100000,Average,Apartment,2,2,"Golf Views Block A, Golf Views, Emaar South, Dubai South, Dubai",Unfurnished,Ready,2024-01-09,68476,Golf Views Block A,2020,356,10,131,3,Dubai South,Dubai,UAE,24.9144391,55.1615128,For Sale,6.225090909090909
480000,Average,Apartment,0,1,"Al Jawhara Residences, JVT District 2, Jumeirah Village Triangle (JVT), Dubai",Unfurnished,Ready,2024-03-20,52129,AL JAWHARA TOWER,2020,575,37,688,4,Jumeirah Village Triangle (JVT),Dubai,UAE,25.045564,55.187287,For Sale,10.860208333333334
1150000,Average,Apartment,0,1,"Seven Palm, Palm Jumeirah, Dubai",Furnished,Ready,2023-08-07,101008,SEVEN HOTEL & APARTMENTS THE PALM - B,2022,0,20,0,0,Palm Jumeirah,Dubai,UAE,25.1180879,55.1342009,For Sale,8.783304347826087
1290000,Average,Apartment,1,2,"Executive Tower K, Executive Towers, Business Bay, Dubai",Furnished,Ready,2024-01-19,89066,WEST HEIGHTS 3,2010,0,44,430,0,Business Bay,Dubai,UAE,25.18942655,55.26481901527489,For Sale,6.904341085271318
2845000,Medium,Apartment,3,4,"Executive Tower G, Executive Towers, Business Bay, Dubai",Unfurnished,Ready,2024-03-22,199548,WEST HEIGHTS 6,2011,0,40,309,0,Business Bay,Dubai,UAE,25.18942655,55.26481901527489,For Sale,7.013989455184534
390000,Average,Apartment,0,1,"Viridis Tower A, Viridis Residence and Hotel Apartments, DAMAC Hills 2 (Akoya by DAMAC), Dubai",Furnished,Ready,2024-02-17,38555,VIRIDIS A,2022,882,15,287,4,DAMAC Hills 2 (Akoya by DAMAC),Dubai,UAE,24.982883,55.37972,For Sale,9.885897435897435
1975000,Medium,Apartment,1,2,"Dunya Tower, Downtown Dubai, Dubai",Unfurnished,Ready,2024-03-06,161077,Dunya Tower,2023,185,22,357,4,Downtown Dubai,Dubai,UAE,25.18668425,55.27470526460112,For Sale,8.15579746835443
1999999,Medium,Apartment,1,2,"Ahad Residences, Business Bay, Dubai",Furnished,Ready,2024-02-19,133930,Ahad Residences,2024,488,35,716,8,Business Bay,Dubai,UAE,25.18942655,55.26481901527489,For Sale,6.6965033482516745
5950000,High,Apartment,3,5,"Building 6A, City Walk, Al Wasl, Dubai",Furnished,Ready,2024-02-27,369094,Citywalk Residential Building 6A,2016,0,5,62,0,Al Wasl,Dubai,UAE,25.1959326,55.2557371,For Sale,6.203260504201681
2050000,Medium,Apartment,2,2,"Studio One Tower, Dubai Marina, Dubai",Unfurnished,Ready,2024-02-23,130754,Studio One,2019,424,32,264,6,Dubai Marina,Dubai,UAE,25.0786415,55.1352524,For Sale,6.378243902439025
13500000,High,Apartment,2,4,"One Za'abeel, Za'abeel 1, Za'abeel, Dubai",Unfurnished,Ready,2024-03-04,832658,One Za'abeel The Residences,2023,1674,67,2,19,Za'abeel,Dubai,UAE,25.21683265,55.30011608643647,For Sale,6.167837037037037
3740000,High,Apartment,2,2,"Burj Daman, DIFC, Dubai",Unfurnished,Ready,2023-09-13,244954,Unknown,0,0,0,0,0,DIFC,Dubai,UAE,25.21282585,55.277634848521615,For Sale,6.549572192513368
1300000,Average,Apartment,1,1,"Belgravia Heights 1, JVC District 12, Jumeirah Village Circle (JVC), Dubai",Unfurnished,Ready,2024-04-22,89264,Belgravia Heights I,2022,193,16,303,3,Jumeirah Village Circle (JVC),Dubai,UAE,25.0559446,55.20746502861806,For Sale,6.866461538461538
7250000,High,Apartment,3,3,"Marina Vista Tower 2, Marina Vista, Emaar Beachfront, Dubai Harbour, Dubai",Furnished,Ready,2024-04-19,433031,Marina Vista Tower 2,2023,732,46,749,7,Dubai Harbour,Dubai,UAE,25.0956188,55.13800090659106,For Sale,5.972841379310345
1836000,Medium,Apartment,1,2,"DAMAC Paramount Tower (Midtown) Hotel And Residences, Business Bay, Dubai",Furnished,Ready,2024-04-19,168051,PARAMOUNT TOWER HOTEL & RESIDENCES,2021,542,65,1,13,Business Bay,Dubai,UAE,25.18942655,55.26481901527489,For Sale,9.153104575163399
440000,Average,Apartment,0,1,"Lolena Residence, JVC District 12, Jumeirah Village Circle (JVC), Dubai",Unfurnished,Ready,2024-04-18,50318,LOLENA,2015,106,5,80,2,Jumeirah Village Circle (JVC),Dubai,UAE,25.0559446,55.20746502861806,For Sale,11.43590909090909
9500000,High,Villa,6,7,"Mirador, Arabian Ranches, Dubai",Unfurnished,Ready,2024-04-16,1282112,Unknown,0,0,0,0,0,Arabian Ranches,Dubai,UAE,25.04875135,55.26728851815184,For Sale,13.495915789473683
750000,Average,Apartment,0,1,"Carson Tower C, Carson - The Drive, DAMAC Hills, Dubai",Furnished,Ready,2024-04-22,46905,DAMAC HILLS - CARSON (C),2022,1638,35,636,5,DAMAC Hills,Dubai,UAE,25.0279508,55.2649127,For Sale,6.254
2600000,Medium,Apartment,2,2,"Harbour Gate Tower 1, Harbour Gate, Dubai Creek Harbour, Dubai",Unfurnished,Ready,2024-04-19,143583,Harbour Gate Tower 1,2022,734,41,683,15,Dubai Creek Harbour,Dubai,UAE,25.197978,55.36037960558315,For Sale,5.522423076923077
6700000,High,Apartment,3,3,"Act One | Act Two Towers, Opera District, Downtown Dubai, Dubai",Furnished,Ready,2024-02-19,293409,Unknown,0,0,0,0,0,Downtown Dubai,Dubai,UAE,25.18668425,55.27470526460112,For Sale,4.379238805970149
1300000,Average,Apartment,1,1,"Belgravia 3, JVC District 15, Jumeirah Village Circle (JVC), Dubai",Unfurnished,Ready,2024-03-01,81293,Unknown,0,0,0,0,0,Jumeirah Village Circle (JVC),Dubai,UAE,25.0559446,55.20746502861806,For Sale,6.2533076923076925
1900000,Medium,Apartment,1,2,"Cayan Tower, Dubai Marina, Dubai",Furnished,Ready,2023-11-20,150500,CAYAN TOWER,2013,0,68,720,0,Dubai Marina,Dubai,UAE,25.0786415,55.1352524,For Sale,7.921052631578947
2100000,Medium,Apartment,2,3,"Aykon City Tower C, Aykon City, Business Bay, Dubai",Unfurnished,Ready,2024-02-02,137665,AYKON CITY (2) -TOWER C,2022,1448,51,1,11,Business Bay,Dubai,UAE,25.18942655,55.26481901527489,For Sale,6.555476190476191
1500000,Medium,Apartment,1,2,"Claren Tower 2, Claren Towers, Downtown Dubai, Dubai",Unfurnished,Ready,2024-04-05,127946,CLAREN TOWER 2,2012,0,23,164,0,Downtown Dubai,Dubai,UAE,25.18668425,55.27470526460112,For Sale,8.529733333333333
1950000,Medium,Apartment,1,2,"Blakely Tower, Park Island, Dubai Marina, Dubai",Unfurnished,Ready,2024-03-26,130214,PARK ISLAND BLAKELY,2010,165,28,366,3,Dubai Marina,Dubai,UAE,25.0786415,55.1352524,For Sale,6.677641025641027
2500000,Medium,Villa,3,4,"Eden, The Valley, Dubai",Furnished,Ready,2024-04-05,140942,Unknown,0,0,0,0,0,The Valley,Dubai,UAE,25.019221,55.447201,For Sale,5.63768
1350000,Average,Apartment,1,1,"Continental Tower, Dubai Marina, Dubai",Furnished,Ready,2024-03-27,94997,CONTINENTAL TOWER,2015,276,31,286,5,Dubai Marina,Dubai,UAE,25.0786415,55.1352524,For Sale,7.036814814814815
610000,Average,Apartment,1,2,"Olympic Park 1, Olympic Park, Dubai Sports City, Dubai",Unfurnished,Ready,2023-08-04,71214,OLYMPIC PARK 1,2010,190,14,174,3,Dubai Sports City,Dubai,UAE,25.0321379,55.219353,For Sale,11.674426229508196
6000000,High,Apartment,2,3,"The Address Fountain Views 1, Address Dubai Mall, Downtown Dubai, Dubai",Unfurnished,Ready,2024-01-12,340413,Address Fountain Views Residences - Tower 1,2019,343,55,420,8,Downtown Dubai,Dubai,UAE,25.18668425,55.27470526460112,For Sale,5.6735500000000005
2675000,Medium,Apartment,1,2,"Jumeirah Living Marina Gate, Marina Gate, Dubai Marina, Dubai",Furnished,Ready,2024-01-17,190143,Jumeirah Living Marina Gate,2020,729,61,1,12,Dubai Marina,Dubai,UAE,25.0786415,55.1352524,For Sale,7.1081495327102795
1499000,Medium,Apartment,1,2,"Silverene Tower A, Silverene, Dubai Marina, Dubai",Furnished,Ready,2024-02-13,105107,Silverene Towers A,2011,0,34,342,0,Dubai Marina,Dubai,UAE,25.0786415,55.1352524,For Sale,7.011807871914611
4200000,High,Apartment,2,3,"Beach Vista 1, Beach Vista, Emaar Beachfront, Dubai Harbour, Dubai",Unfurnished,Ready,2023-12-14,260266,BEACH VISTA Tower 1,2022,344,40,663,6,Dubai Harbour,Dubai,UAE,25.0956188,55.13800090659106,For Sale,6.196809523809524
7000000,High,Apartment,2,3,"The Address Fountain Views 3, Address Dubai Mall, Downtown Dubai, Dubai",Unfurnished,Ready,2024-01-12,372216,Address Fountain Views Hotel,2016,441,45,1,15,Downtown Dubai,Dubai,UAE,25.18668425,55.27470526460112,For Sale,5.317371428571429
4900000,High,Villa,4,4,"Maple 2, Maple, Dubai Hills Estate, Dubai",Unfurnished,Ready,2024-04-07,258436,Unknown,0,0,0,0,0,Dubai Hills Estate,Dubai,UAE,25.12689085,55.263874387067744,For Sale,5.274204081632653
2600000,Medium,Apartment,1,1,"Asayel Building 2, Asayel, Madinat Jumeirah Living, Umm Suqeim, Dubai",Unfurnished,Ready,2024-02-16,136867,Asayel 2,2023,96,9,198,2,Umm Suqeim,Dubai,UAE,25.1539087,55.2075004,For Sale,5.264115384615384
2000000,Medium,Apartment,1,2,"Bay Square 12, Bay Square, Business Bay, Dubai",Unfurnished,Ready,2024-02-28,161176,Bay Square - 12,2013,0,12,164,0,Business Bay,Dubai,UAE,25.18942655,55.26481901527489,For Sale,8.058800000000002
7850000,High,Villa,4,4,"Sidra 2, Sidra Villas, Dubai Hills Estate, Dubai",Unfurnished,Ready,2024-02-28,390947,Unknown,0,0,0,0,0,Dubai Hills Estate,Dubai,UAE,25.12689085,55.263874387067744,For Sale,4.980216560509554
3050000,High,Apartment,3,4,"Park Point Building B, Park Point, Dubai Hills Estate, Dubai",Unfurnished,Ready,2024-01-26,216729,Park Point Building B,2020,134,10,236,3,Dubai Hills Estate,Dubai,UAE,25.12689085,55.263874387067744,For Sale,7.1058688524590155
3300000,High,Apartment,2,2,"Seven Palm, Palm Jumeirah, Dubai",Furnished,Ready,2024-02-01,259858,SEVEN HOTEL & APARTMENTS THE PALM - B,2022,0,20,0,0,Palm Jumeirah,Dubai,UAE,25.1180879,55.1342009,For Sale,7.874484848484848
560100,Average,Apartment,1,2,"Rokane G23, International City Phase 2 (Warsan 4), International City, Dubai",Unfurnished,Ready,2024-03-04,38018,ROKANE G23,2024,0,8,111,0,International City,Dubai,UAE,25.1322737,55.39813984933585,For Sale,6.787716479200142
1038240,Average,Apartment,2,3,"Rokane G23, International City Phase 2 (Warsan 4), International City, Dubai",Unfurnished,Ready,2024-03-04,66473,ROKANE G23,2024,0,8,111,0,International City,Dubai,UAE,25.1322737,55.39813984933585,For Sale,6.402469563877331
6500000,High,Apartment,3,4,"Al Fairooz Tower, Dubai Marina Towers, Dubai Marina, Dubai",Unfurnished,Ready,2024-03-29,269282,Fairooz,2008,0,21,502,0,Dubai Marina,Dubai,UAE,25.0786415,55.1352524,For Sale,4.1428
3650000,High,Apartment,2,3,"Executive Tower E, Executive Towers, Business Bay, Dubai",Furnished,Ready,2024-03-29,209638,EAST HEIGHTS 2,2009,0,27,193,0,Business Bay,Dubai,UAE,25.18942655,55.26481901527489,For Sale,5.743506849315069
8000000,High,Villa,5,6,"Al Furjan West, Al Furjan, Dubai",Unfurnished,Ready,2024-03-14,420855,Unknown,0,0,0,0,0,Al Furjan,Dubai,UAE,25.0267099,55.1469903,For Sale,5.2606874999999995
4950000,High,Villa,4,4,"Maple 3, Maple, Dubai Hills Estate, Dubai",Unfurnished,Ready,2024-04-02,258436,Unknown,0,0,0,0,0,Dubai Hills Estate,Dubai,UAE,25.12689085,55.263874387067744,For Sale,5.220929292929293
2700000,Medium,Apartment,1,2,"Jumeirah Gate Tower 2, The Address Residences Jumeirah Resort and Spa, Jumeirah Beach Residence (JBR), Dubai",Furnished,Ready,2024-03-22,168243,Jumeirah Gate Tower 2,2021,1495,82,941,8,Jumeirah Beach Residence (JBR),Dubai,UAE,25.0778021,55.13518094856796,For Sale,6.231222222222222
2650000,Medium,Apartment,1,1,"Marina Vista Tower 2, Marina Vista, Emaar Beachfront, Dubai Harbour, Dubai",Furnished,Ready,2024-03-25,154426,Marina Vista Tower 2,2023,732,46,749,7,Dubai Harbour,Dubai,UAE,25.0956188,55.13800090659106,For Sale,5.827396226415094
2390000,Medium,Apartment,1,1,"Azizi Mina, Palm Jumeirah, Dubai",Unfurnished,Ready,2024-04-04,143636,AZIZI MINA,2021,238,11,549,8,Palm Jumeirah,Dubai,UAE,25.1180879,55.1342009,For Sale,6.009874476987448
4300000,High,Apartment,2,3,"Marina Gate 2, Marina Gate, Dubai Marina, Dubai",Furnished,Ready,2024-04-05,238717,THE RESIDENCE AT MARINA GATE 2,2019,770,61,703,11,Dubai Marina,Dubai,UAE,25.0786415,55.1352524,For Sale,5.551558139534884
1950000,Medium,Apartment,2,3,"OIA Residence, Uptown Motor City, Motor City, Dubai",Unfurnished,Ready,2024-04-06,122620,Unknown,0,0,0,0,0,Motor City,Dubai,UAE,25.0476902,55.23820948643042,For Sale,6.288205128205128
1100000,Average,Apartment,1,2,"Binghatti Avenue, Al Jaddaf, Dubai",Furnished,Ready,2024-03-28,83168,Binghatti Avenue,2022,749,34,1,10,Al Jaddaf,Dubai,UAE,25.2142937,55.324569,For Sale,7.560727272727273
1375000,Average,Apartment,0,1,"Marquise Square, Business Bay, Dubai",Furnished,Ready,2024-04-08,88695,Marquise Square Tower,2019,608,30,379,0,Business Bay,Dubai,UAE,25.18942655,55.26481901527489,For Sale,6.450545454545455
2450000,Medium,Apartment,2,3,"Noora, Al Habtoor City, Business Bay, Dubai",Unfurnished,Ready,2024-03-31,152978,NOURA TOWER,2019,668,62,1,9,Business Bay,Dubai,UAE,25.18942655,55.26481901527489,For Sale,6.244000000000001
1825000,Medium,Apartment,2,1,"Collective Tower 2, Collective, Dubai Hills Estate, Dubai",Unfurnished,Ready,2024-03-07,124379,Collective Tower 2,2022,232,19,371,5,Dubai Hills Estate,Dubai,UAE,25.12689085,55.263874387067744,For Sale,6.815287671232877
1875000,Medium,Apartment,2,1,"Collective Tower 2, Collective, Dubai Hills Estate, Dubai",Unfurnished,Ready,2024-03-25,124379,Collective Tower 2,2022,232,19,371,5,Dubai Hills Estate,Dubai,UAE,25.12689085,55.263874387067744,For Sale,6.633546666666666
950000,Average,Apartment,2,4,"Summer 2 Block B, Summer, Seasons Community, JVC District 15, Jumeirah Village Circle (JVC), Dubai",Unfurnished,Ready,2024-04-08,119862,SUMMER 2,2013,0,5,152,0,Jumeirah Village Circle (JVC),Dubai,UAE,25.0559446,55.20746502861806,For Sale,12.617052631578948
1250000,Average,Apartment,2,2,"Samana Greens, Arjan, Dubai",Unfurnished,Ready,2024-04-09,74281,SAMANA GREENS,2020,108,5,141,3,Arjan,Dubai,UAE,25.0627549,55.2392983,For Sale,5.94248
6950000,High,Apartment,2,3,"Burj Khalifa, Downtown Dubai, Dubai",Furnished,Ready,2024-04-19,359672,Burj Khalifa Zone 3,2009,0,30,620,0,Downtown Dubai,Dubai,UAE,25.18668425,55.27470526460112,For Sale,5.175136690647482
1100000,Average,Apartment,1,1,"Azizi Riviera 36, Azizi Riviera, Meydan One, Meydan City, Dubai",Unfurnished,Ready,2024-04-18,65010,Azizi Riviera 36,2024,204,12,275,4,Meydan City,Dubai,UAE,25.1541673,55.2906695,For Sale,5.91
900000,Average,Apartment,1,1,"Concorde Tower, JLT Cluster H, Jumeirah Lake Towers (JLT), Dubai",Furnished,Ready,2024-04-17,71794,CONCORDE TOWER 1,2010,0,44,583,0,Jumeirah Lake Towers (JLT),Dubai,UAE,25.0690625,55.141165591907736,For Sale,7.977111111111111
3100000,High,Apartment,1,1,"Address Harbour Point Tower 2, Address Harbour Point, Dubai Creek Harbour, Dubai",Unfurnished,Ready,2024-04-18,170414,ADDRESS HARBOUR POINT TOWER 2,2023,1225,66,1,10,Dubai Creek Harbour,Dubai,UAE,25.197978,55.36037960558315,For Sale,5.497225806451613
5950000,High,Villa,3,4,"Heritage, Jumeirah Park, Dubai",Unfurnished,Ready,2024-04-22,295738,Unknown,0,0,0,0,0,Jumeirah Park,Dubai,UAE,25.0469412,55.15481775751905,For Sale,4.970386554621848
2850000,Medium,Apartment,1,2,"Building 7, City Walk, Al Wasl, Dubai",Unfurnished,Ready,2024-03-15,199676,Citywalk Residential Building 7,2016,0,6,122,0,Al Wasl,Dubai,UAE,25.1959326,55.2557371,For Sale,7.006175438596491
65000000,High,Villa,8,9,"Signature Villas Frond G, Signature Villas Palm Jumeirah, Palm Jumeirah, Dubai",Furnished,Ready,2024-04-16,5999936,Unknown,0,0,0,0,0,Palm Jumeirah,Dubai,UAE,25.1180879,55.1342009,For Sale,9.23067076923077
8500000,High,Villa,4,4,"District 9, Jumeirah Park, Dubai",Unfurnished,Ready,2024-01-29,542644,Unknown,0,0,0,0,0,Jumeirah Park,Dubai,UAE,25.0469412,55.15481775751905,For Sale,6.384047058823529
1150000,Average,Apartment,2,2,"Plaza Residences Block A, Plaza Residences, JVC District 13, Jumeirah Village Circle (JVC), Dubai",Unfurnished,Ready,2024-04-15,147935,Plaza Residences 1,2014,0,5,148,0,Jumeirah Village Circle (JVC),Dubai,UAE,25.0559446,55.20746502861806,For Sale,12.863913043478261
2450000,Medium,Apartment,2,3,"The Royal Oceanic, Dubai Marina, Dubai",Furnished,Ready,2024-04-13,161791,ROYAL OCEANIC-1,2009,0,32,370,0,Dubai Marina,Dubai,UAE,25.0786415,55.1352524,For Sale,6.603714285714286
2000000,Medium,Apartment,1,2,"1 Residences, Wasl 1, Al Kifaf, Bur Dubai, Dubai",Unfurnished,Ready,2024-04-19,113148,Unknown,0,0,0,0,0,Bur Dubai,Dubai,UAE,25.23559045,55.29672026315799,For Sale,5.6574
1250000,Average,Apartment,0,1,"Ahad Residences, Business Bay, Dubai",Furnished,Ready,2024-04-22,86189,Ahad Residences,2024,488,35,716,8,Business Bay,Dubai,UAE,25.18942655,55.26481901527489,For Sale,6.89512
900000,Average,Apartment,0,1,"Aykon City Tower C, Aykon City, Business Bay, Dubai",Unfurnished,Ready,2024-02-20,80628,AYKON CITY (2) -TOWER C,2022,1448,51,1,11,Business Bay,Dubai,UAE,25.18942655,55.26481901527489,For Sale,8.958666666666666
1900000,Medium,Apartment,1,1,"Vida Residences Creek Beach, Dubai Creek Harbour, Dubai",Unfurnished,Ready,2024-03-14,120394,VIDA Residences at Creek Beach,2023,363,34,482,4,Dubai Creek Harbour,Dubai,UAE,25.197978,55.36037960558315,For Sale,6.336526315789473
1200000,Average,Apartment,1,2,"Lake Point Tower, JLT Cluster N, Jumeirah Lake Towers (JLT), Dubai",Unfurnished,Ready,2024-03-18,82294,Lakepoint N2,2009,0,46,507,0,Jumeirah Lake Towers (JLT),Dubai,UAE,25.0690625,55.141165591907736,For Sale,6.857833333333334
6600000,High,Villa,5,5,"The Aldea, The Villa, Dubai",Furnished,Ready,2024-03-23,338808,Unknown,0,0,0,0,0,The Villa,Dubai,UAE,25.0843891,55.3611964,For Sale,5.133454545454545
12950000,High,Apartment,1,2,"Bulgari Residence 4, Bulgari Residences, Jumeirah Bay Islands, Jumeirah, Dubai",Furnished,Ready,2024-02-17,786477,BV RESIDENCES 4,2016,78,7,239,4,Jumeirah,Dubai,UAE,25.2069604,55.2474974,For Sale,6.073181467181467
6350000,High,Apartment,2,2,"Beach Isle Tower 2, Beach Isle, Emaar Beachfront, Dubai Harbour, Dubai",Unfurnished,Ready,2024-01-23,263825,Beach Isle Tower 2,2023,487,22,440,5,Dubai Harbour,Dubai,UAE,25.0956188,55.13800090659106,For Sale,4.15472440944882
890000,Average,Apartment,1,1,"Binghatti Nova, JVC District 12, Jumeirah Village Circle (JVC), Dubai",Unfurnished,Ready,2024-01-18,81655,Binghatti Nova,2023,243,21,337,4,Jumeirah Village Circle (JVC),Dubai,UAE,25.0559446,55.20746502861806,For Sale,9.174719101123594
3000000,High,Apartment,3,4,"Marina Crown, Dubai Marina, Dubai",Unfurnished,Ready,2024-04-02,206006,MARINA CROWN TOWER,2007,451,55,983,7,Dubai Marina,Dubai,UAE,25.0786415,55.1352524,For Sale,6.866866666666667
