price,price_category,type,beds,baths,address,furnishing,completion_status,post_date,average_rent,building_name,year_of_completion,total_parking_spaces,total_floors,total_building_area_sqft,elevators,area_name,city,country,Latitude,Longitude,purpose,yield_pct
3350000,High,Villa,4,4,"Sun, Arabian Ranches 3, Dubai",Unfurnished,Ready,2023-12-11,203479,Unknown,0,0,0,0,0,Arabian Ranches 3,Dubai,UAE,25.0651524,55.3227884007741,For Sale,6.074
400000,Average,Apartment,0,1,"Lago Vista B, Lago Vista, Dubai Production City (IMPZ), Dubai",Unfurnished,Ready,2023-12-05,36996,LAGO VISTA-B,2011,0,25,273,0,Dubai Production City (IMPZ),Dubai,UAE,25.03078,55.188226,For Sale,9.249
2400000,Medium,Townhouse,3,4,"Eden, The Valley, Dubai",Unfurnished,Ready,2024-04-15,148665,Unknown,0,0,0,0,0,The Valley,Dubai,UAE,25.019221,55.447201,For Sale,6.194375
3300000,High,Apartment,3,3,"DAMAC Maison Majestine, Business Bay, Dubai",Furnished,Ready,2024-01-06,169972,MAJESTINE,2018,457,17,376,8,Business Bay,Dubai,UAE,25.18942655,55.26481901527489,For Sale,5.150666666666667
2000000,Medium,Apartment,1,2,"Residences 18, The Residences at District One, District One, Mohammed Bin Rashid City, Dubai",Furnished,Ready,2023-12-08,115926,"Mohammed Bin Rashid Al Maktoum City, District One Phase III, Residences 18",2022,32,5,59,2,Mohammed Bin Rashid City,Dubai,UAE,25.1640592,55.28566124091724,For Sale,5.7963000000000005
3500000,High,Townhouse,3,3,"MAG Eye Townhouses, MAG City, District 7, Mohammed Bin Rashid City, Dubai",Unfurnished,Ready,2023-12-07,192325,Unknown,0,0,0,0,0,Mohammed Bin Rashid City,Dubai,UAE,25.1640592,55.28566124091724,For Sale,5.495
330000,Average,Apartment,0,1,"Skycourts Tower F, Skycourts Towers, Dubai Residence Complex, Dubai",Unfurnished,Ready,2023-12-06,33461,Skycourts Tower F,2011,0,23,425,0,Dubai Residence Complex,Dubai,UAE,25.0930937,55.38032579883814,For Sale,10.139696969696969
500000,Average,Apartment,0,1,"Laya Mansion, JVC District 15, Jumeirah Village Circle (JVC), Dubai",Furnished,Ready,2023-12-05,51979,LAYA Mansion,2020,0,7,312,3,Jumeirah Village Circle (JVC),Dubai,UAE,25.0559446,55.20746502861806,For Sale,10.3958
2550000,Medium,Townhouse,3,3,"La Rosa 4, La Rosa, Villanova, Dubailand, Dubai",Unfurnished,Ready,2024-01-16,156835,Unknown,0,0,0,0,0,Dubailand,Dubai,UAE,25.05865715,55.245999207609245,For Sale,6.150392156862745
2750000,Medium,Apartment,2,2,"Hartland Waves, Sobha Hartland, Dubai",Unfurnished,Ready,2024-01-11,156220,Sobha Hartland Waves,2023,626,37,858,9,Sobha Hartland,Dubai,UAE,25.177246,55.30791298414965,For Sale,5.680727272727273
1119999,Average,Apartment,1,2,"Armada Tower 3, Armada Towers, JLT Cluster P, Jumeirah Lake Towers (JLT), Dubai",Furnished,Ready,2024-01-04,88925,ARMADA  3,2009,0,38,368,0,Jumeirah Lake Towers (JLT),Dubai,UAE,25.0690625,55.141165591907736,For Sale,7.939739231910028
10850000,High,Apartment,3,4,"Limestone House, DIFC, Dubai",Unfurnished,Ready,2023-12-06,361782,Unknown,0,0,0,0,0,DIFC,Dubai,UAE,25.21282585,55.277634848521615,For Sale,3.3343963133640555
900000,Average,Apartment,1,1,"Azizi Riviera 27, Azizi Riviera, Meydan One, Meydan City, Dubai",Unfurnished,Ready,2023-12-06,89099,Azizi Riviera 27,2023,242,11,304,4,Meydan City,Dubai,UAE,25.1541673,55.2906695,For Sale,9.899888888888889
1525000,Medium,Apartment,2,2,"Binghatti Crescent, JVC District 11, Jumeirah Village Circle (JVC), Dubai",Unfurnished,Ready,2023-12-06,99311,Binghatti Crescent,2023,238,7,336,4,Jumeirah Village Circle (JVC),Dubai,UAE,25.0559446,55.20746502861806,For Sale,6.512196721311475
4200000,High,Apartment,2,2,"The Address Residences Dubai Opera Tower 1, The Address Residences Dubai Opera, Downtown Dubai, Dubai",Furnished,Ready,2024-04-04,322076,The Address Residences Dubai Opera T1,2023,1233,69,1,8,Downtown Dubai,Dubai,UAE,25.18668425,55.27470526460112,For Sale,7.6684761904761904
1750000,Medium,Apartment,1,1,"Cayan Tower, Dubai Marina, Dubai",Unfurnished,Ready,2024-02-01,114552,CAYAN TOWER,2013,0,68,720,0,Dubai Marina,Dubai,UAE,25.0786415,55.1352524,For Sale,6.545828571428572
19999999,High,Penthouse,4,5,"FIVE Palm Jumeirah, Palm Jumeirah, Dubai",Furnished,Ready,2023-11-30,1275280,FIVE AT PALM JUMEIRAH DUBAI,2016,871,17,1,18,Palm Jumeirah,Dubai,UAE,25.10019025,55.11853499506269,For Sale,6.376400318820016
2250000,Medium,Apartment,1,2,"Ahad Residences, Business Bay, Dubai",Unfurnished,Ready,2023-11-24,126821,Ahad Residences,2024,488,35,716,8,Business Bay,Dubai,UAE,25.18942655,55.26481901527489,For Sale,5.636488888888889
579990,Average,Apartment,0,1,"Jewelz by Danube, Arjan, Dubai",Furnished,Ready,2023-12-29,49123,Jewelz Residence,2023,469,13,630,7,Arjan,Dubai,UAE,25.0627549,55.2392983,For Sale,8.469628786703218
3300000,High,Apartment,2,3,"Golden Mile 2, Golden Mile, Palm Jumeirah, Dubai",Furnished,Ready,2023-11-29,210843,GOLDEN MILE 2,2009,126,13,533,28,Palm Jumeirah,Dubai,UAE,25.10019025,55.11853499506269,For Sale,6.389181818181819
5500000,High,Apartment,3,3,"Forte 1, Forte, Downtown Dubai, Dubai",Unfurnished,Ready,2023-11-21,286609,Forte T1,2022,824,67,1,11,Downtown Dubai,Dubai,UAE,25.18668425,55.27470526460112,For Sale,5.211072727272727
2000000,Medium,Apartment,1,2,"Ahad Residences, Business Bay, Dubai",Furnished,Ready,2023-11-20,116340,Ahad Residences,2024,488,35,716,8,Business Bay,Dubai,UAE,25.18942655,55.26481901527489,For Sale,5.817
495000,Average,Apartment,0,1,"Stadium Point, Dubai Sports City, Dubai",Unfurnished,Ready,2023-11-09,43130,STADUIM POINT,2015,347,23,291,7,Dubai Sports City,Dubai,UAE,25.0321379,55.219353,For Sale,8.713131313131314
2300000,Medium,Villa,3,4,"Eden, The Valley, Dubai",Unfurnished,Ready,2023-11-04,141018,Unknown,0,0,0,0,0,The Valley,Dubai,UAE,25.019221,55.447201,For Sale,6.1312173913043475
3760000,High,Townhouse,4,6,"Melody Townhouses, JVC District 13, Jumeirah Village Circle (JVC), Dubai",Furnished,Ready,2024-04-18,109668,Unknown,0,0,0,0,0,Jumeirah Village Circle (JVC),Dubai,UAE,25.0559446,55.20746502861806,For Sale,2.9167021276595744
900000,Average,Apartment,1,2,"Arabian, Canal Residence West, Dubai Sports City, Dubai",Unfurnished,Ready,2024-04-18,69813,Arabian,2020,466,1,417,4,Dubai Sports City,Dubai,UAE,25.0321379,55.219353,For Sale,7.757
4500000,High,Apartment,2,2,"The Address Residences Dubai Opera Tower 2, The Address Residences Dubai Opera, Downtown Dubai, Dubai",Furnished,Ready,2024-04-03,321819,The Address Residences Dubai Opera T2,2023,1233,61,1,8,Downtown Dubai,Dubai,UAE,25.18668425,55.27470526460112,For Sale,7.151533333333333
13000000,High,Villa,5,7,"Chorisia II, Al Barari, Dubai",Unfurnished,Ready,2024-01-25,987686,Unknown,0,0,0,0,0,Al Barari,Dubai,UAE,25.118865,55.3209685,For Sale,7.597584615384616
12950000,High,Villa,5,5,"Saheel 1, Saheel, Arabian Ranches, Dubai",Unfurnished,Ready,2023-10-31,417363,Unknown,0,0,0,0,0,Arabian Ranches,Dubai,UAE,25.04875135,55.26728851815184,For Sale,3.222880308880309
1750000,Medium,Apartment,1,2,"The Lofts West, The Lofts, Downtown Dubai, Dubai",Furnished,Ready,2023-10-16,128172,LOFTS,2010,0,4,183,0,Downtown Dubai,Dubai,UAE,25.18668425,55.27470526460112,For Sale,7.324114285714285
889999,Average,Apartment,0,1,"DAMAC Maison Majestine, Business Bay, Dubai",Furnished,Ready,2023-10-23,74336,MAJESTINE,2018,457,17,376,8,Business Bay,Dubai,UAE,25.18942655,55.26481901527489,For Sale,8.352368935245995
989000,Average,Apartment,1,2,"Marina Pinnacle, Dubai Marina, Dubai",Unfurnished,Ready,2023-10-18,82431,Marina Pinnacle,2011,0,66,849,0,Dubai Marina,Dubai,UAE,25.0786415,55.1352524,For Sale,8.334782608695653
1700000,Medium,Apartment,3,2,"Jenna Main Square 2, Jenna Main Square, Town Square, Dubai",Furnished,Ready,2024-04-02,120837,Town Square Jenna 2,2019,1019,8,249,8,Town Square,Dubai,UAE,25.01085145,55.28887629766314,For Sale,7.1080588235294115
3900000,High,Apartment,2,2,"Burj Royale, Downtown Dubai, Dubai",Furnished,Ready,2024-03-25,187902,Burj Royale,2022,696,59,1,9,Downtown Dubai,Dubai,UAE,25.18668425,55.27470526460112,For Sale,4.818
950000,Average,Apartment,1,2,"Concorde Tower, JLT Cluster H, Jumeirah Lake Towers (JLT), Dubai",Unfurnished,Ready,2024-02-01,87930,CONCORDE TOWER 1,2010,0,44,583,0,Jumeirah Lake Towers (JLT),Dubai,UAE,25.0690625,55.141165591907736,For Sale,9.25578947368421
2399999,Medium,Villa,3,4,"Reem Townhouses, Town Square, Dubai",Unfurnished,Ready,2023-12-19,159214,Unknown,0,0,0,0,0,Town Square,Dubai,UAE,25.01085145,55.28887629766314,For Sale,6.6339194307997635
750000,Average,Apartment,1,2,"Pantheon Elysee I, JVC District 13, Jumeirah Village Circle (JVC), Dubai",Unfurnished,Ready,2023-11-17,68187,PANTHEON ELYSEE,2021,314,7,398,4,Jumeirah Village Circle (JVC),Dubai,UAE,25.0559446,55.20746502861806,For Sale,9.0916
765000,Average,Apartment,0,1,"Lake Terrace, JLT Cluster D, Jumeirah Lake Towers (JLT), Dubai",Furnished,Ready,2023-11-10,75725,LAKE TERRACE,2008,0,41,410,0,Jumeirah Lake Towers (JLT),Dubai,UAE,25.0690625,55.141165591907736,For Sale,9.898692810457517
670000,Average,Apartment,0,1,"Azizi Riviera 17, Azizi Riviera, Meydan One, Meydan City, Dubai",Unfurnished,Ready,2024-04-16,48613,Azizi Riviera 17,2022,211,9,272,4,Meydan City,Dubai,UAE,25.1541673,55.2906695,For Sale,7.255671641791045
625000,Average,Apartment,1,2,"Al Ramth 43, Al Ramth, Remraam, Dubai",Unfurnished,Ready,2024-03-25,69001,AL RAMTH 43,2011,0,8,65,0,Remraam,Dubai,UAE,25.0013542,55.24885632771925,For Sale,11.04016
1300000,Average,Apartment,1,2,"Mag 218 Tower, Dubai Marina, Dubai",Furnished,Ready,2024-03-23,95439,MAG218,2010,0,57,689,0,Dubai Marina,Dubai,UAE,25.0786415,55.1352524,For Sale,7.341461538461538
3200000,High,Apartment,2,3,"DAMAC Maison Prive, Business Bay, Dubai",Unfurnished,Ready,2024-03-05,175831,Unknown,0,0,0,0,0,Business Bay,Dubai,UAE,25.18942655,55.26481901527489,For Sale,5.4947187500000005
460000,Average,Apartment,1,2,"Mazaya 1, Queue Point, Liwan, Dubai",Unfurnished,Ready,2024-03-05,62596,Mazaya 1,2014,0,9,77,0,Liwan,Dubai,UAE,25.1101209,55.3676993,For Sale,13.607826086956521
1000000,Average,Apartment,1,1,"Merano Tower, Business Bay, Dubai",Unfurnished,Ready,2024-03-04,87460,MERANO,2020,756,29,398,8,Business Bay,Dubai,UAE,25.18942655,55.26481901527489,For Sale,8.746
1300000,Average,Apartment,1,2,"Zaya Hameni, JVC District 15, Jumeirah Village Circle (JVC), Dubai",Furnished,Ready,2024-02-28,93978,HAMENI TOWER,2020,701,27,1,6,Jumeirah Village Circle (JVC),Dubai,UAE,25.0559446,55.20746502861806,For Sale,7.2290769230769225
5200000,High,Apartment,2,3,"The Address Sky View Tower 1, The Address Residence Sky View, Downtown Dubai, Dubai",Furnished,Ready,2024-02-19,319026,Address Residences Sky View,2019,564,51,639,2,Downtown Dubai,Dubai,UAE,25.18668425,55.27470526460112,For Sale,6.135115384615385
2550000,Medium,Townhouse,3,3,"Rochester, The Park Villas, DAMAC Hills, Dubai",Unfurnished,Ready,2023-11-01,129570,Unknown,0,0,0,0,0,DAMAC Hills,Dubai,UAE,25.0264384,55.251228,For Sale,5.081176470588235
3500000,High,Apartment,1,2,"Burj Khalifa, Downtown Dubai, Dubai",Unfurnished,Ready,2023-06-14,249101,Burj Khalifa Zone 3,2009,0,30,620,0,Downtown Dubai,Dubai,UAE,25.18668425,55.27470526460112,For Sale,7.117171428571428
2250000,Medium,Apartment,1,2,"Beauport, Marina Promenade, Dubai Marina, Dubai",Unfurnished,Ready,2024-03-25,126482,Beauport X1,2009,985,25,138,3,Dubai Marina,Dubai,UAE,25.0786415,55.1352524,For Sale,5.621422222222222
6200000,High,Apartment,2,3,"The Address Residences Dubai Opera Tower 1, The Address Residences Dubai Opera, Downtown Dubai, Dubai",Furnished,Ready,2024-03-12,354642,The Address Residences Dubai Opera T1,2023,1233,69,1,8,Downtown Dubai,Dubai,UAE,25.18668425,55.27470526460112,For Sale,5.720032258064516
2750000,Medium,Townhouse,3,4,"Camelia 1, Camelia, Arabian Ranches 2, Dubai",Unfurnished,Ready,2024-03-12,194426,Unknown,0,0,0,0,0,Arabian Ranches 2,Dubai,UAE,25.03527815,55.27005900335623,For Sale,7.070036363636363
27000000,High,Villa,5,7,"Golf Place I, Golf Place, Dubai Hills Estate, Dubai",Unfurnished,Ready,2024-02-28,1476628,Unknown,0,0,0,0,0,Dubai Hills Estate,Dubai,UAE,25.09872095,55.25394008697513,For Sale,5.468992592592593
730000,Average,Apartment,0,1,"Luma21, JVC District 14, Jumeirah Village Circle (JVC), Dubai",Furnished,Ready,2023-11-22,66879,Luma21,2023,245,7,291,4,Jumeirah Village Circle (JVC),Dubai,UAE,25.0559446,55.20746502861806,For Sale,9.161506849315067
2200000,Medium,Apartment,2,3,"Rimal 3, Rimal, Jumeirah Beach Residence (JBR), Dubai",Furnished,Ready,2023-11-14,144672,Rimal 3,2007,0,44,366,0,Jumeirah Beach Residence (JBR),Dubai,UAE,25.0778021,55.13518094856796,For Sale,6.576
750000,Average,Apartment,2,2,"Skycourts Tower C, Skycourts Towers, Dubai Residence Complex, Dubai",Unfurnished,Ready,2024-03-19,59166,Skycourts Tower C,2011,0,23,459,0,Dubai Residence Complex,Dubai,UAE,25.0930937,55.38032579883814,For Sale,7.8888
1900000,Medium,Apartment,3,3,"Chaimaa Avenue 2, JVC District 13, Jumeirah Village Circle (JVC), Dubai",Unfurnished,Ready,2023-07-11,144710,Chaimaa Avenue 2,2022,111,7,219,2,Jumeirah Village Circle (JVC),Dubai,UAE,25.0559446,55.20746502861806,For Sale,7.616315789473684
2100000,Medium,Apartment,1,2,"Dukes The Palm, Palm Jumeirah, Dubai",Unfurnished,Ready,2024-03-25,211759,OCEANA HOTEL AND APARTMENTS,2018,334,18,583,12,Palm Jumeirah,Dubai,UAE,25.10019025,55.11853499506269,For Sale,10.083761904761905
1000000,Average,Apartment,1,2,"Escan Marina Tower, Dubai Marina, Dubai",Furnished,Ready,2024-03-14,95456,ESCAN MARINA TOWER,2016,0,31,278,0,Dubai Marina,Dubai,UAE,25.0786415,55.1352524,For Sale,9.5456
680000,Average,Apartment,0,1,"Azizi Riviera 26, Azizi Riviera, Meydan One, Meydan City, Dubai",Unfurnished,Ready,2024-02-08,48862,Azizi Riviera 26,2023,271,11,300,4,Meydan City,Dubai,UAE,25.1541673,55.2906695,For Sale,7.185588235294118
6300000,High,Villa,5,7,"Al Furjan West Pavilion, Al Furjan West, Al Furjan, Dubai",Unfurnished,Ready,2023-10-07,451096,Unknown,0,0,0,0,0,Al Furjan,Dubai,UAE,25.0267099,55.1469903,For Sale,7.1602539682539685
1050000,Average,Villa,3,3,"Albizia, DAMAC Hills 2 (Akoya by DAMAC), Dubai",Unfurnished,Ready,2023-12-09,72540,Unknown,0,0,0,0,0,DAMAC Hills 2 (Akoya by DAMAC),Dubai,UAE,24.982883,55.37972,For Sale,6.908571428571429
2400000,Medium,Apartment,1,2,"BLVD Heights Tower 1, BLVD Heights, Downtown Dubai, Dubai",Furnished,Ready,2023-06-09,142203,Blvd Heights T1,2020,341,48,877,4,Downtown Dubai,Dubai,UAE,25.18668425,55.27470526460112,For Sale,5.9251249999999995
1410000,Medium,Apartment,2,2,"Equiti Residence, Al Furjan, Dubai",Unfurnished,Ready,2024-03-18,85290,EQUITI RESIDENCE,2023,145,13,230,3,Al Furjan,Dubai,UAE,25.0267099,55.1469903,For Sale,6.048936170212766
1600000,Medium,Villa,3,3,"Vardon, DAMAC Hills 2 (Akoya by DAMAC), Dubai",Unfurnished,Ready,2024-04-05,74977,Unknown,0,0,0,0,0,DAMAC Hills 2 (Akoya by DAMAC),Dubai,UAE,24.982883,55.37972,For Sale,4.6860625
2250000,Medium,Apartment,2,4,"Green Lakes 1, JLT Cluster S, Jumeirah Lake Towers (JLT), Dubai",Furnished,Ready,2024-04-03,155670,GREEN LAKES S1,2009,0,35,350,0,Jumeirah Lake Towers (JLT),Dubai,UAE,25.0690625,55.141165591907736,For Sale,6.918666666666666
2500000,Medium,Townhouse,2,3,"MAG Eye Townhouses, MAG City, District 7, Mohammed Bin Rashid City, Dubai",Unfurnished,Ready,2024-03-31,225870,Unknown,0,0,0,0,0,Mohammed Bin Rashid City,Dubai,UAE,25.1640592,55.28566124091724,For Sale,9.0348
1250000,Average,Apartment,2,2,"Azizi Riviera 47, Azizi Riviera, Meydan One, Meydan City, Dubai",Unfurnished,Ready,2023-10-27,76799,AZIZI RIVIERA 47,2024,190,12,237,3,Meydan City,Dubai,UAE,25.1541673,55.2906695,For Sale,6.14392
2550000,Medium,Villa,3,4,"La Rosa 2, La Rosa, Villanova, Dubailand, Dubai",Unfurnished,Ready,2023-10-23,159708,Unknown,0,0,0,0,0,Dubailand,Dubai,UAE,25.05865715,55.245999207609245,For Sale,6.263058823529412
1450000,Medium,Apartment,2,2,"Vera Residences, Business Bay, Dubai",Unfurnished,Ready,2023-10-20,124177,VERA TOWER,2022,530,12,767,6,Business Bay,Dubai,UAE,25.18942655,55.26481901527489,For Sale,8.563931034482758
6700000,High,Apartment,2,3,"Jumeirah Gate Tower 1, The Address Residences Jumeirah Resort and Spa, Jumeirah Beach Residence (JBR), Dubai",Unfurnished,Ready,2023-09-30,349018,Jumeirah Gate Tower 1,2021,1495,82,1,7,Jumeirah Beach Residence (JBR),Dubai,UAE,25.0778021,55.13518094856796,For Sale,5.2092238805970155
950000,Average,Apartment,1,2,"Executive Bay Tower A, The Executive Bay, Business Bay, Dubai",Unfurnished,Ready,2023-09-28,74665,Executive Bay-A,2014,0,17,136,0,Business Bay,Dubai,UAE,25.18942655,55.26481901527489,For Sale,7.859473684210526
2450000,Medium,Townhouse,3,3,"Eden, The Valley, Dubai",Unfurnished,Ready,2024-03-30,152809,Unknown,0,0,0,0,0,The Valley,Dubai,UAE,25.019221,55.447201,For Sale,6.2371020408163265
440000,Average,Apartment,0,1,"Ice Hockey Tower, Dubai Sports City, Dubai",Unfurnished,Ready,2023-11-22,51762,Ice Hockey Tower,2010,0,14,102,0,Dubai Sports City,Dubai,UAE,25.0321379,55.219353,For Sale,11.764090909090909
1150000,Average,Townhouse,3,3,"Vardon, DAMAC Hills 2 (Akoya by DAMAC), Dubai",Unfurnished,Ready,2023-12-08,77493,Unknown,0,0,0,0,0,DAMAC Hills 2 (Akoya by DAMAC),Dubai,UAE,24.982883,55.37972,For Sale,6.738521739130435
1200000,Average,Apartment,1,1,"Marina View Tower A, Marina View Tower, Dubai Marina, Dubai",Furnished,Ready,2023-10-12,94454,MARINA VIEW TOWER A,2009,0,26,247,0,Dubai Marina,Dubai,UAE,25.0786415,55.1352524,For Sale,7.871166666666666
4399888,High,Hotel Apartment,1,2,"SLS Dubai Hotel & Residences, Business Bay, Dubai",Furnished,Ready,2024-04-15,186801,SLS DUBAI,2021,818,81,2,16,Business Bay,Dubai,UAE,25.18942655,55.26481901527489,For Sale,4.245585342172347
1500000,Medium,Villa,3,3,"Aquilegia, DAMAC Hills 2 (Akoya by DAMAC), Dubai",Unfurnished,Ready,2023-09-23,84692,Unknown,0,0,0,0,0,DAMAC Hills 2 (Akoya by DAMAC),Dubai,UAE,24.982883,55.37972,For Sale,5.646133333333333
665000,Average,Apartment,1,2,"ACES Chateau, JVC District 11, Jumeirah Village Circle (JVC), Dubai",Unfurnished,Ready,2024-04-03,86692,ACES CHATEAU,2019,68,1,63,2,Jumeirah Village Circle (JVC),Dubai,UAE,25.0559446,55.20746502861806,For Sale,13.03639097744361
1750000,Medium,Apartment,1,2,"Park Gate Residence, Al Kifaf, Bur Dubai, Dubai",Unfurnished,Ready,2024-04-01,126145,Unknown,0,0,0,0,0,Bur Dubai,Dubai,UAE,25.23559045,55.29672026315799,For Sale,7.208285714285714
1495888,Medium,Apartment,1,1,"Claren Tower 2, Claren Towers, Downtown Dubai, Dubai",Unfurnished,Ready,2024-03-30,127432,CLAREN TOWER 2,2012,0,23,164,0,Downtown Dubai,Dubai,UAE,25.18668425,55.27470526460112,For Sale,8.518819590771502
1650000,Medium,Apartment,1,1,"8 Boulevard Walk, Mohammad Bin Rashid Boulevard, Downtown Dubai, Dubai",Unfurnished,Ready,2024-03-22,109041,8 BLVD WALK,2008,0,33,399,0,Downtown Dubai,Dubai,UAE,25.18668425,55.27470526460112,For Sale,6.608545454545454
1100000,Average,Apartment,1,2,"Binghatti Creek, Al Jaddaf, Dubai",Unfurnished,Ready,2023-11-08,89087,Binghatti Creek,2023,340,27,613,5,Al Jaddaf,Dubai,UAE,25.2142937,55.324569,For Sale,8.098818181818181
900000,Average,Apartment,1,2,"Binghatti Crest, JVC District 13, Jumeirah Village Circle (JVC), Dubai",Unfurnished,Ready,2023-10-26,72059,Binghatti Crest,2023,243,26,322,4,Jumeirah Village Circle (JVC),Dubai,UAE,25.0559446,55.20746502861806,For Sale,8.006555555555556
900000,Average,Apartment,1,1,"Marina Pinnacle, Dubai Marina, Dubai",Unfurnished,Ready,2023-10-13,91422,Marina Pinnacle,2011,0,66,849,0,Dubai Marina,Dubai,UAE,25.0786415,55.1352524,For Sale,10.158000000000001
1350000,Average,Apartment,1,1,"Green Lakes 2, JLT Cluster S, Jumeirah Lake Towers (JLT), Dubai",Furnished,Ready,2023-10-12,112898,GREEN LAKES S2,2009,0,40,413,0,Jumeirah Lake Towers (JLT),Dubai,UAE,25.0690625,55.141165591907736,For Sale,8.362814814814815
9000000,High,Apartment,3,3,"The Address Sky View Tower 1, The Address Residence Sky View, Downtown Dubai, Dubai",Furnished,Ready,2023-09-22,529838,Address Residences Sky View,2019,564,51,639,2,Downtown Dubai,Dubai,UAE,25.18668425,55.27470526460112,For Sale,5.887088888888889
380000,Average,Apartment,0,1,"Elite Sports Residence 3, Elite Sports Residence, Dubai Sports City, Dubai",Unfurnished,Ready,2024-03-29,40531,Elite Residences 3,2013,0,20,212,0,Dubai Sports City,Dubai,UAE,25.0321379,55.219353,For Sale,10.666052631578946
2500000,Medium,Apartment,1,2,"Royal Amwaj Residences - North, Royal Amwaj Residences, Palm Jumeirah, Dubai",Furnished,Ready,2024-04-05,167968,ROYAL AMWAJ RESIDENCES NORTH,2013,245,9,616,5,Palm Jumeirah,Dubai,UAE,25.10019025,55.11853499506269,For Sale,6.71872
1925000,Medium,Apartment,2,2,"Polo Residence, Meydan Avenue, Meydan City, Dubai",Furnished,Ready,2024-03-28,175049,Unknown,0,0,0,0,0,Meydan City,Dubai,UAE,25.1541673,55.2906695,For Sale,9.093454545454545
2850000,Medium,Apartment,1,1,"Royal Amwaj Residences - North, Royal Amwaj Residences, Palm Jumeirah, Dubai",Unfurnished,Ready,2024-03-25,167678,ROYAL AMWAJ RESIDENCES NORTH,2013,245,9,616,5,Palm Jumeirah,Dubai,UAE,25.10019025,55.11853499506269,For Sale,5.883438596491228
2200000,Medium,Apartment,2,2,"Prive Residences, Dubai Hills Estate, Dubai",Unfurnished,Ready,2024-03-22,156632,Prive Residence,2023,237,18,368,4,Dubai Hills Estate,Dubai,UAE,25.09872095,55.25394008697513,For Sale,7.119636363636364
530000,Average,Apartment,0,1,"Plazzo Heights, JVC District 10, Jumeirah Village Circle (JVC), Dubai",Furnished,Ready,2023-12-25,49598,PLAZZO HEIGHTS,2021,129,8,167,3,Jumeirah Village Circle (JVC),Dubai,UAE,25.0559446,55.20746502861806,For Sale,9.35811320754717
470000,Average,Apartment,0,1,"Plaza Residences Block D, Plaza Residences, JVC District 13, Jumeirah Village Circle (JVC), Dubai",Furnished,Ready,2023-04-17,39823,Plaza Residences 1,2014,0,5,148,0,Jumeirah Village Circle (JVC),Dubai,UAE,25.0559446,55.20746502861806,For Sale,8.472978723404255
850000,Average,Apartment,1,2,"Plaza Residences Block A, Plaza Residences, JVC District 13, Jumeirah Village Circle (JVC), Dubai",Furnished,Ready,2023-04-17,83682,Plaza Residences 2,2017,740,18,427,9,Jumeirah Village Circle (JVC),Dubai,UAE,25.0559446,55.20746502861806,For Sale,9.844941176470588
10000000,High,Apartment,3,4,"Kempinski Palm Residence, The Crescent, Palm Jumeirah, Dubai",Furnished,Ready,2023-11-13,1311377,KEMPINSKI RESIDENCES,2010,0,10,788,0,Palm Jumeirah,Dubai,UAE,25.10019025,55.11853499506269,For Sale,13.113769999999999
7500000,High,Apartment,2,3,"SLS Dubai Hotel & Residences, Business Bay, Dubai",Furnished,Ready,2024-03-20,279671,SLS DUBAI,2021,818,81,2,16,Business Bay,Dubai,UAE,25.18942655,55.26481901527489,For Sale,3.728946666666667
1000000,Average,Apartment,1,2,"The Matrix, Dubai Sports City, Dubai",Unfurnished,Ready,2024-03-12,74501,The Matrix,2014,0,29,321,0,Dubai Sports City,Dubai,UAE,25.0321379,55.219353,For Sale,7.4501
950000,Average,Apartment,1,1,"Binghatti Avenue, Al Jaddaf, Dubai",Furnished,Ready,2024-03-12,83168,Binghatti Avenue,2022,749,34,1,10,Al Jaddaf,Dubai,UAE,25.2142937,55.324569,For Sale,8.754526315789473
550000,Average,Apartment,0,1,"Azizi Berton, Al Furjan, Dubai",Unfurnished,Ready,2024-03-06,50683,Azizi Berton,2023,255,8,260,3,Al Furjan,Dubai,UAE,25.0267099,55.1469903,For Sale,9.21509090909091
3200000,High,Apartment,2,3,"Al Nabat, Shoreline Apartments, Palm Jumeirah, Dubai",Furnished,Ready,2024-02-29,209180,AL NABAT B8,2009,0,10,222,0,Palm Jumeirah,Dubai,UAE,25.10019025,55.11853499506269,For Sale,6.536875
23950000,High,Villa,6,6,"Polo Homes, Arabian Ranches, Dubai",Unfurnished,Ready,2024-02-27,1206600,Unknown,0,0,0,0,0,Arabian Ranches,Dubai,UAE,25.04875135,55.26728851815184,For Sale,5.037995824634656
700000,Average,Apartment,0,1,"Farhad Azizi Residence, Dubai Healthcare City Phase 2, Al Jaddaf, Dubai",Furnished,Ready,2024-02-27,50119,Farhad Azizi Residence,2022,677,21,814,6,Al Jaddaf,Dubai,UAE,25.2142937,55.324569,For Sale,7.159857142857143
3500000,High,Townhouse,4,5,"Artistic Villas, JVC District 15, Jumeirah Village Circle (JVC), Dubai",Unfurnished,Ready,2024-02-26,254011,Unknown,0,0,0,0,0,Jumeirah Village Circle (JVC),Dubai,UAE,25.0559446,55.20746502861806,For Sale,7.2574571428571435
6100000,High,Apartment,2,3,"Rahaal Building 1, Rahaal, Madinat Jumeirah Living, Umm Suqeim, Dubai",Furnished,Ready,2023-12-13,232728,Madinat Jumeirah Living Rahaal 1,2021,132,10,293,4,Umm Suqeim,Dubai,UAE,25.1539087,55.2075004,For Sale,3.8152131147540986
